Filename,ElementID,ElementType,id,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,PredefinedType
IfcBeam1.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK_l8',#2,'M_W-Wide Flange:W310X60:W310X60:207325',$,'M_W-Wide Flange:W310X60:208816',#3,#4,'207325')>",2OrWItJ6zAwBNp0OUxK_l8,IfcOwnerHistory,M_W-Wide Flange:W310X60:W310X60:207325,,M_W-Wide Flange:W310X60:208816,IfcLocalPlacement,IfcProductDefinitionShape,207325,
IfcBeam2.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$8W',#2,'M_W-Wide Flange:W410X60:W410X60:208949',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'208949')>",2OrWItJ6zAwBNp0OUxK$8W,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:208949,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,208949,
IfcBeam3.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$Bq',#2,'M_W-Wide Flange:W410X60:W410X60:209121',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'209121')>",2OrWItJ6zAwBNp0OUxK$Bq,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:209121,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,209121,
IfcBeam4.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$CR',#2,'M_W-Wide Flange:W410X60:W410X60:209166',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'209166')>",2OrWItJ6zAwBNp0OUxK$CR,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:209166,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,209166,
IfcBeam5.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$Dv',#2,'M_W-Wide Flange:W310X60:W310X60:209260',$,'M_W-Wide Flange:W310X60:208816',#3,#4,'209260')>",2OrWItJ6zAwBNp0OUxK$Dv,IfcOwnerHistory,M_W-Wide Flange:W310X60:W310X60:209260,,M_W-Wide Flange:W310X60:208816,IfcLocalPlacement,IfcProductDefinitionShape,209260,
IfcBeam6.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$Du',#2,'M_W-Wide Flange:W410X60:W410X60:209261',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'209261')>",2OrWItJ6zAwBNp0OUxK$Du,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:209261,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,209261,
IfcBeam7.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$Dx',#2,'M_W-Wide Flange:W410X60:W410X60:209262',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'209262')>",2OrWItJ6zAwBNp0OUxK$Dx,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:209262,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,209262,
IfcBeam8.ifc,1,IfcBeam,"<bound method entity_instance.id of #1=IfcBeam('2OrWItJ6zAwBNp0OUxK$Dw',#2,'M_W-Wide Flange:W410X60:W410X60:209263',$,'M_W-Wide Flange:W410X60:208814',#3,#4,'209263')>",2OrWItJ6zAwBNp0OUxK$Dw,IfcOwnerHistory,M_W-Wide Flange:W410X60:W410X60:209263,,M_W-Wide Flange:W410X60:208814,IfcLocalPlacement,IfcProductDefinitionShape,209263,
IfcFooting1.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT5d',#2,'Wall Foundation:Bearing Footing - 900 x 300:186596',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186596',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT5d,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186596,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186596,STRIP_FOOTING
IfcFooting2.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT5l',#2,'Wall Foundation:Bearing Footing - 900 x 300:186604',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186604',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT5l,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186604,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186604,STRIP_FOOTING
IfcFooting3.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT5t',#2,'Wall Foundation:Bearing Footing - 900 x 300:186612',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186612',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT5t,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186612,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186612,STRIP_FOOTING
IfcFooting4.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT5$',#2,'Wall Foundation:Bearing Footing - 900 x 300:186620',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186620',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT5$,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186620,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186620,STRIP_FOOTING
IfcFooting5.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT2B',#2,'Wall Foundation:Bearing Footing - 900 x 300:186632',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186632',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT2B,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186632,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186632,STRIP_FOOTING
IfcFooting6.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT2N',#2,'Wall Foundation:Bearing Footing - 900 x 300:186644',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186644',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT2N,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186644,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186644,STRIP_FOOTING
IfcFooting7.ifc,1,IfcFooting,"<bound method entity_instance.id of #1=IfcFooting('0kF45Qs8L9PAM9kmb1lT2Z',#2,'Wall Foundation:Bearing Footing - 900 x 300:186656',$,'Wall Foundation:Bearing Footing - 900 x 300',#3,#4,'186656',.STRIP_FOOTING.)>",0kF45Qs8L9PAM9kmb1lT2Z,IfcOwnerHistory,Wall Foundation:Bearing Footing - 900 x 300:186656,,Wall Foundation:Bearing Footing - 900 x 300,IfcLocalPlacement,IfcProductDefinitionShape,186656,STRIP_FOOTING
IfcSlab1.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2O2Fr$t4X7Zf8NOew3FK4F',#2,'Floor:127mm Slab on Grade:141232',$,'Floor:127mm Slab on Grade',#3,#4,'141232',.FLOOR.)>",2O2Fr$t4X7Zf8NOew3FK4F,IfcOwnerHistory,Floor:127mm Slab on Grade:141232,,Floor:127mm Slab on Grade,IfcLocalPlacement,IfcProductDefinitionShape,141232,FLOOR
IfcSlab10.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUt5W',#2,'Floor:Finish Floor - Wood:169701',$,'Floor:Finish Floor - Wood',#3,#4,'169701',.FLOOR.)>",2OBrcmyk58NupXoVOHUt5W,IfcOwnerHistory,Floor:Finish Floor - Wood:169701,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169701,FLOOR
IfcSlab11.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUt2f',#2,'Floor:Finish Floor - Ceramic Tile:169772',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'169772',.FLOOR.)>",2OBrcmyk58NupXoVOHUt2f,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:169772,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,169772,FLOOR
IfcSlab12.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUt0F',#2,'Floor:Finish Floor - Ceramic Tile:169866',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'169866',.FLOOR.)>",2OBrcmyk58NupXoVOHUt0F,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:169866,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,169866,FLOOR
IfcSlab13.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtxr',#2,'Floor:Finish Floor - Wood:170352',$,'Floor:Finish Floor - Wood',#3,#4,'170352',.FLOOR.)>",2OBrcmyk58NupXoVOHUtxr,IfcOwnerHistory,Floor:Finish Floor - Wood:170352,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,170352,FLOOR
IfcSlab14.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtoa',#2,'Floor:Finish Floor - Ceramic Tile:170785',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'170785',.FLOOR.)>",2OBrcmyk58NupXoVOHUtoa,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:170785,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,170785,FLOOR
IfcSlab15.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtjR',#2,'Floor:Finish Floor - Ceramic Tile:171230',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'171230',.FLOOR.)>",2OBrcmyk58NupXoVOHUtjR,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:171230,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,171230,FLOOR
IfcSlab16.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtju',#2,'Floor:Finish Floor - Ceramic Tile:171261',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'171261',.FLOOR.)>",2OBrcmyk58NupXoVOHUtju,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:171261,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,171261,FLOOR
IfcSlab17.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtgP',#2,'Floor:Finish Floor - Wood:171292',$,'Floor:Finish Floor - Wood',#3,#4,'171292',.FLOOR.)>",2OBrcmyk58NupXoVOHUtgP,IfcOwnerHistory,Floor:Finish Floor - Wood:171292,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,171292,FLOOR
IfcSlab18.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUten',#2,'Floor:Finish Floor - Ceramic Tile:171444',$,'Floor:Finish Floor - Ceramic Tile',#3,#4,'171444',.FLOOR.)>",2OBrcmyk58NupXoVOHUten,IfcOwnerHistory,Floor:Finish Floor - Ceramic Tile:171444,,Floor:Finish Floor - Ceramic Tile,IfcLocalPlacement,IfcProductDefinitionShape,171444,FLOOR
IfcSlab19.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('3ThA22djr8AQQ9eQMA5s7I',#2,'Basic Roof:Live Roof over Wood Joist Flat Roof:184483',$,'Basic Roof:Live Roof over Wood Joist Flat Roof',#3,#4,'184483',.ROOF.)>",3ThA22djr8AQQ9eQMA5s7I,IfcOwnerHistory,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,,Basic Roof:Live Roof over Wood Joist Flat Roof,IfcLocalPlacement,IfcProductDefinitionShape,184483,ROOF
IfcSlab2.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2O2Fr$t4X7Zf8NOew3FKcz',#2,'Floor:127mm Slab on Grade:143106',$,'Floor:127mm Slab on Grade',#3,#4,'143106',.FLOOR.)>",2O2Fr$t4X7Zf8NOew3FKcz,IfcOwnerHistory,Floor:127mm Slab on Grade:143106,,Floor:127mm Slab on Grade,IfcLocalPlacement,IfcProductDefinitionShape,143106,FLOOR
IfcSlab20.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('1CZILmCaHETO8tf3SgGEWh',#2,'Floor:150mm Exterior Slab on Grade:216507',$,'Floor:150mm Exterior Slab on Grade',#3,#4,'216507',.FLOOR.)>",1CZILmCaHETO8tf3SgGEWh,IfcOwnerHistory,Floor:150mm Exterior Slab on Grade:216507,,Floor:150mm Exterior Slab on Grade,IfcLocalPlacement,IfcProductDefinitionShape,216507,FLOOR
IfcSlab21.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('1CZILmCaHETO8tf3SgGEXu',#2,'Floor:150mm Exterior Slab on Grade:216552',$,'Floor:150mm Exterior Slab on Grade',#3,#4,'216552',.FLOOR.)>",1CZILmCaHETO8tf3SgGEXu,IfcOwnerHistory,Floor:150mm Exterior Slab on Grade:216552,,Floor:150mm Exterior Slab on Grade,IfcLocalPlacement,IfcProductDefinitionShape,216552,FLOOR
IfcSlab3.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('1hOSvn6df7F8_7GcBWlRqU',#2,'Floor:Residential - Wood Joist with Subflooring:144800',$,'Floor:Residential - Wood Joist with Subflooring',#3,#4,'144800',.FLOOR.)>",1hOSvn6df7F8_7GcBWlRqU,IfcOwnerHistory,Floor:Residential - Wood Joist with Subflooring:144800,,Floor:Residential - Wood Joist with Subflooring,IfcLocalPlacement,IfcProductDefinitionShape,144800,FLOOR
IfcSlab4.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('1hOSvn6df7F8_7GcBWlRrM',#2,'Floor:Residential - Wood Joist with Subflooring:144872',$,'Floor:Residential - Wood Joist with Subflooring',#3,#4,'144872',.FLOOR.)>",1hOSvn6df7F8_7GcBWlRrM,IfcOwnerHistory,Floor:Residential - Wood Joist with Subflooring:144872,,Floor:Residential - Wood Joist with Subflooring,IfcLocalPlacement,IfcProductDefinitionShape,144872,FLOOR
IfcSlab5.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtC0',#2,'Floor:Finish Floor - Wood:169093',$,'Floor:Finish Floor - Wood',#3,#4,'169093',.FLOOR.)>",2OBrcmyk58NupXoVOHUtC0,IfcOwnerHistory,Floor:Finish Floor - Wood:169093,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169093,FLOOR
IfcSlab6.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtDX',#2,'Floor:Finish Floor - Wood:169188',$,'Floor:Finish Floor - Wood',#3,#4,'169188',.FLOOR.)>",2OBrcmyk58NupXoVOHUtDX,IfcOwnerHistory,Floor:Finish Floor - Wood:169188,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169188,FLOOR
IfcSlab7.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUtBP',#2,'Floor:Finish Floor - Wood:169308',$,'Floor:Finish Floor - Wood',#3,#4,'169308',.FLOOR.)>",2OBrcmyk58NupXoVOHUtBP,IfcOwnerHistory,Floor:Finish Floor - Wood:169308,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169308,FLOOR
IfcSlab8.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUt8F',#2,'Floor:Finish Floor - Wood:169354',$,'Floor:Finish Floor - Wood',#3,#4,'169354',.FLOOR.)>",2OBrcmyk58NupXoVOHUt8F,IfcOwnerHistory,Floor:Finish Floor - Wood:169354,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169354,FLOOR
IfcSlab9.ifc,1,IfcSlab,"<bound method entity_instance.id of #1=IfcSlab('2OBrcmyk58NupXoVOHUt8s',#2,'Floor:Finish Floor - Wood:169395',$,'Floor:Finish Floor - Wood',#3,#4,'169395',.FLOOR.)>",2OBrcmyk58NupXoVOHUt8s,IfcOwnerHistory,Floor:Finish Floor - Wood:169395,,Floor:Finish Floor - Wood,IfcLocalPlacement,IfcProductDefinitionShape,169395,FLOOR
IfcWall1.ifc,1,IfcWall,"<bound method entity_instance.id of #1=IfcWall('2O2Fr$t4X7Zf8NOew3FKau',#2,'Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:143239',$,'Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:128555',#3,#4,'143239')>",2O2Fr$t4X7Zf8NOew3FKau,IfcOwnerHistory,Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:143239,,Basic Wall:Party Wall - CMU Residential Unit Dimising Wall:128555,IfcLocalPlacement,IfcProductDefinitionShape,143239,
IfcWallStandardCase1.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FNtn',#2,'Basic Wall:Exterior - Brick on Block:138062',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'138062')>",2O2Fr$t4X7Zf8NOew3FNtn,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:138062,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,138062,
IfcWallStandardCase10.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FKST',#2,'Basic Wall:Interior - Partition (92mm Stud):139682',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'139682')>",2O2Fr$t4X7Zf8NOew3FKST,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):139682,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,139682,
IfcWallStandardCase11.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FKIu',#2,'Basic Wall:Interior - Partition (92mm Stud):139783',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'139783')>",2O2Fr$t4X7Zf8NOew3FKIu,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):139783,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,139783,
IfcWallStandardCase12.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FKGS',#2,'Basic Wall:Interior - Partition (92mm Stud):139939',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'139939')>",2O2Fr$t4X7Zf8NOew3FKGS,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):139939,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,139939,
IfcWallStandardCase13.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FK80',#2,'Basic Wall:Foundation - Concrete (417mm):140479',$,'Basic Wall:Foundation - Concrete (417mm):128676',#3,#4,'140479')>",2O2Fr$t4X7Zf8NOew3FK80,IfcOwnerHistory,Basic Wall:Foundation - Concrete (417mm):140479,,Basic Wall:Foundation - Concrete (417mm):128676,IfcLocalPlacement,IfcProductDefinitionShape,140479,
IfcWallStandardCase14.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FK9N',#2,'Basic Wall:Foundation - Concrete (417mm):140520',$,'Basic Wall:Foundation - Concrete (417mm):128676',#3,#4,'140520')>",2O2Fr$t4X7Zf8NOew3FK9N,IfcOwnerHistory,Basic Wall:Foundation - Concrete (417mm):140520,,Basic Wall:Foundation - Concrete (417mm):128676,IfcLocalPlacement,IfcProductDefinitionShape,140520,
IfcWallStandardCase15.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FKEr',#2,'Basic Wall:Foundation - Concrete (417mm):140554',$,'Basic Wall:Foundation - Concrete (417mm):128676',#3,#4,'140554')>",2O2Fr$t4X7Zf8NOew3FKEr,IfcOwnerHistory,Basic Wall:Foundation - Concrete (417mm):140554,,Basic Wall:Foundation - Concrete (417mm):128676,IfcLocalPlacement,IfcProductDefinitionShape,140554,
IfcWallStandardCase16.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FKE5',#2,'Basic Wall:Foundation - Concrete (417mm):140602',$,'Basic Wall:Foundation - Concrete (417mm):128676',#3,#4,'140602')>",2O2Fr$t4X7Zf8NOew3FKE5,IfcOwnerHistory,Basic Wall:Foundation - Concrete (417mm):140602,,Basic Wall:Foundation - Concrete (417mm):128676,IfcLocalPlacement,IfcProductDefinitionShape,140602,
IfcWallStandardCase17.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FK3E',#2,'Basic Wall:Foundation - Concrete (435mm):140913',$,'Basic Wall:Foundation - Concrete (435mm):207146',#3,#4,'140913')>",2O2Fr$t4X7Zf8NOew3FK3E,IfcOwnerHistory,Basic Wall:Foundation - Concrete (435mm):140913,,Basic Wall:Foundation - Concrete (435mm):207146,IfcLocalPlacement,IfcProductDefinitionShape,140913,
IfcWallStandardCase18.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FK04',#2,'Basic Wall:Foundation - Concrete (435mm):140987',$,'Basic Wall:Foundation - Concrete (435mm):207146',#3,#4,'140987')>",2O2Fr$t4X7Zf8NOew3FK04,IfcOwnerHistory,Basic Wall:Foundation - Concrete (435mm):140987,,Basic Wall:Foundation - Concrete (435mm):207146,IfcLocalPlacement,IfcProductDefinitionShape,140987,
IfcWallStandardCase19.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FK1b',#2,'Basic Wall:Foundation - Concrete (435mm):141018',$,'Basic Wall:Foundation - Concrete (435mm):207146',#3,#4,'141018')>",2O2Fr$t4X7Zf8NOew3FK1b,IfcOwnerHistory,Basic Wall:Foundation - Concrete (435mm):141018,,Basic Wall:Foundation - Concrete (435mm):207146,IfcLocalPlacement,IfcProductDefinitionShape,141018,
IfcWallStandardCase2.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FNqI',#2,'Basic Wall:Exterior - Brick on Block:138157',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'138157')>",2O2Fr$t4X7Zf8NOew3FNqI,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:138157,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,138157,
IfcWallStandardCase20.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLQD',#2,'Basic Wall:Exterior - Brick on Block:143410',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'143410')>",2O2Fr$t4X7Zf8NOew3FLQD,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:143410,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,143410,
IfcWallStandardCase21.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLR9',#2,'Basic Wall:Exterior - Brick on Block:143478',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'143478')>",2O2Fr$t4X7Zf8NOew3FLR9,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:143478,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,143478,
IfcWallStandardCase22.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLOH',#2,'Basic Wall:Exterior - Brick on Block:143534',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'143534')>",2O2Fr$t4X7Zf8NOew3FLOH,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:143534,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,143534,
IfcWallStandardCase23.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLPP',#2,'Basic Wall:Exterior - Brick on Block:143590',$,'Basic Wall:Exterior - Brick on Block:130892',#3,#4,'143590')>",2O2Fr$t4X7Zf8NOew3FLPP,IfcOwnerHistory,Basic Wall:Exterior - Brick on Block:143590,,Basic Wall:Exterior - Brick on Block:130892,IfcLocalPlacement,IfcProductDefinitionShape,143590,
IfcWallStandardCase24.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLTF',#2,'Basic Wall:Interior - Partition (92mm Stud):143856',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'143856')>",2O2Fr$t4X7Zf8NOew3FLTF,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):143856,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,143856,
IfcWallStandardCase25.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLIE',#2,'Basic Wall:Interior - Partition (92mm Stud):143921',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'143921')>",2O2Fr$t4X7Zf8NOew3FLIE,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):143921,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,143921,
IfcWallStandardCase26.ifc,1,IfcWallStandardCase,"<bound method entity_instance.id of #1=IfcWallStandardCase('2O2Fr$t4X7Zf8NOew3FLJd',#2,'Basic Wall:Interior - Partition (92mm Stud):143960',$,'Basic Wall:Interior - Partition (92mm Stud):128360',#3,#4,'143960')>",2O2Fr$t4X7Zf8NOew3FLJd,IfcOwnerHistory,Basic Wall:Interior - Partition (92mm Stud):143960,,Basic Wall:Interior - Partition (92mm Stud):128360,IfcLocalPlacement,IfcProductDefinitionShape,143960,
